v4_gene_model	v3_gene_model
Zm00001d034901	AC203966.5_FG003
Zm00001d034898	AC203966.5_FG005
Zm00001d034899	AC203966.5_FG006
Zm00001d023923	AC203972.3_FG001
Zm00001d024572	AC203985.4_FG001
Zm00001d024573	AC203985.4_FG005
Zm00001d021905	AC203986.3_FG013
Zm00001d031127	AC203989.4_FG001
Zm00001d012172	AC204007.3_FG001
Zm00001d012165	AC204007.3_FG008
Zm00001d043057	AC204009.3_FG009
Zm00001d001986	AC204017.4_FG003
Zm00001d028564	AC204035.3_FG003
Zm00001d014556	AC204048.3_FG002
Zm00001d038883	AC204050.4_FG006
Zm00001d019495	AC204070.3_FG004
Zm00001d017782	AC204212.4_FG001
Zm00001d008453	AC204254.3_FG001
Zm00001d024981	AC204271.3_FG003
Zm00001d010599	AC204277.3_FG006
Zm00001d037891	AC204292.4_FG002
Zm00001d037892	AC204292.4_FG003
Zm00001d037889	AC204292.4_FG005
Zm00001d037890	AC204292.4_FG006
Zm00001d029086	AC204306.3_FG007
Zm00001d038617	AC204352.3_FG012
Zm00001d012562	AC204359.3_FG005
Zm00001d000347	AC204383.2_FG002
Zm00001d026441	AC204437.3_FG004
Zm00001d045782	AC204472.3_FG002
Zm00001d017272	AC204476.3_FG004
Zm00001d012498	AC204502.4_FG006
Zm00001d043200	AC204515.4_FG006
Zm00001d037339	AC204519.3_FG003
Zm00001d029206	AC204530.4_FG002
Zm00001d029207	AC204530.4_FG003
Zm00001d029209	AC204530.4_FG006
Zm00001d018987	AC204563.3_FG011
Zm00001d038596	AC204581.3_FG003
Zm00001d033195	AC204591.3_FG002
Zm00001d049654	AC204605.3_FG008
Zm00001d049178	AC204611.4_FG001
Zm00001d011468	AC204619.3_FG003
Zm00001d048624	AC204621.4_FG006
Zm00001d019862	AC204641.5_FG001
Zm00001d019864	AC204641.5_FG003
Zm00001d049486	AC204710.4_FG003
Zm00001d025082	AC204711.3_FG002
Zm00001d025081	AC204711.3_FG003
Zm00001d043558	AC204712.3_FG002
Zm00001d038742	AC204763.2_FG001
Zm00001d021302	AC204772.2_FG002
Zm00001d052451	AC204868.3_FG004
Zm00001d051349	AC204891.4_FG001
Zm00001d037705	AC204944.3_FG004
Zm00001d019226	AC205008.4_FG002
Zm00001d009741	AC205012.3_FG002
Zm00001d037647	AC205035.3_FG004
Zm00001d050436	AC205057.3_FG002
Zm00001d050437	AC205057.3_FG004
Zm00001d018668	AC205122.4_FG003
Zm00001d018670	AC205122.4_FG005
Zm00001d018671	AC205122.4_FG006
Zm00001d018673	AC205122.4_FG008
Zm00001d018674	AC205122.4_FG009
Zm00001d018675	AC205122.4_FG010
Zm00001d050572	AC205154.3_FG005
Zm00001d012430	AC205250.3_FG004
Zm00001d012432	AC205250.3_FG006
Zm00001d004888	AC205251.3_FG002
Zm00001d009296	AC205274.3_FG001
Zm00001d018820	AC205320.3_FG004
Zm00001d012404	AC205326.3_FG002
Zm00001d030828	AC205336.3_FG003
Zm00001d036562	AC205345.3_FG002
Zm00001d035243	AC205362.4_FG002
Zm00001d050341	AC205376.4_FG003
Zm00001d005209	AC205405.3_FG001
Zm00001d024752	AC205413.4_FG001
Zm00001d024750	AC205413.4_FG002
Zm00001d024751	AC205413.4_FG003
Zm00001d047923	AC205419.3_FG001
Zm00001d015697	AC205425.3_FG006
Zm00001d014724	AC205466.3_FG003
Zm00001d010812	AC205471.4_FG003
Zm00001d010814	AC205471.4_FG007
Zm00001d010813	AC205471.4_FG008
Zm00001d050870	AC205484.3_FG005
Zm00001d050279	AC205496.3_FG002
Zm00001d030154	AC205500.3_FG002
Zm00001d029139	AC205502.4_FG004
Zm00001d051175	AC205511.3_FG002
Zm00001d050191	AC205521.3_FG003
Zm00001d050247	AC205562.3_FG002
Zm00001d029713	AC205567.3_FG002
Zm00001d039371	AC205574.3_FG006
Zm00001d031022	AC205595.3_FG007
Zm00001d006823	AC205608.4_FG004
Zm00001d050270	AC205615.4_FG002
Zm00001d006274	AC205673.3_FG006
Zm00001d035093	AC205677.3_FG001
Zm00001d017107	AC205703.4_FG001
Zm00001d017106	AC205703.4_FG002
Zm00001d017110	AC205703.4_FG005
Zm00001d017111	AC205703.4_FG006
Zm00001d017113	AC205703.4_FG010
Zm00001d028140	AC205725.3_FG010
Zm00001d053031	AC205726.4_FG003
Zm00001d030935	AC205730.3_FG002
Zm00001d053026	AC205735.3_FG006
Zm00001d031646	AC205814.3_FG001
Zm00001d036575	AC205886.3_FG001
Zm00001d014743	AC205968.3_FG001
Zm00001d031083	AC205972.3_FG002
Zm00001d000410	AC205976.3_FG004
Zm00001d038721	AC205982.3_FG014
Zm00001d031730	AC206030.4_FG001
Zm00001d031800	AC206031.3_FG007
Zm00001d038746	AC206165.3_FG007
Zm00001d038748	AC206165.3_FG009
Zm00001d035803	AC206184.4_FG002
Zm00001d037310	AC206185.3_FG002
Zm00001d036600	AC206186.3_FG001
Zm00001d034713	AC206201.3_FG004
Zm00001d038379	AC206217.2_FG006
Zm00001d047723	AC206223.3_FG001
Zm00001d047714	AC206223.3_FG004
Zm00001d047719	AC206223.3_FG006
Zm00001d047722	AC206223.3_FG007
Zm00001d047721	AC206223.3_FG008
Zm00001d047720	AC206223.3_FG010
Zm00001d034624	AC206259.3_FG003
Zm00001d038628	AC206262.3_FG004
Zm00001d047616	AC206265.3_FG006
Zm00001d045279	AC206266.3_FG001
Zm00001d047012	AC206273.3_FG004
Zm00001d041585	AC206285.3_FG003
Zm00001d041586	AC206285.3_FG005
Zm00001d036515	AC206319.2_FG004
Zm00001d050885	AC206332.3_FG005
Zm00001d039788	AC206350.3_FG005
Zm00001d041662	AC206425.3_FG002
Zm00001d004939	AC206611.3_FG003
Zm00001d001931	AC206638.3_FG007
Zm00001d001942	AC206638.3_FG015
Zm00001d004052	AC206642.4_FG001
Zm00001d000188	AC206655.3_FG004
Zm00001d015532	AC206700.3_FG003
Zm00001d000093	AC206764.4_FG001
Zm00001d000092	AC206764.4_FG003
Zm00001d041291	AC206768.3_FG005
Zm00001d038764	AC206788.3_FG015
Zm00001d048107	AC206831.3_FG015
Zm00001d029100	AC206840.3_FG002
Zm00001d014133	AC206898.3_FG006
Zm00001d025864	AC206901.3_FG005
Zm00001d013494	AC206941.2_FG002
Zm00001d027928	AC206951.3_FG016
Zm00001d027929	AC206951.3_FG017
Zm00001d003567	AC206968.3_FG003
Zm00001d002057	AC206980.3_FG007
Zm00001d031694	AC206989.4_FG002
Zm00001d031037	AC206999.1_FG002
Zm00001d031038	AC206999.1_FG007
Zm00001d033269	AC207019.3_FG003
Zm00001d015397	AC207043.3_FG002
Zm00001d015396	AC207043.3_FG004
Zm00001d014802	AC207107.4_FG001
Zm00001d006067	AC207205.3_FG004
Zm00001d036538	AC207260.3_FG003
Zm00001d045154	AC207265.3_FG002
Zm00001d047371	AC207309.3_FG010
Zm00001d050911	AC207328.3_FG003
Zm00001d011142	AC207342.3_FG001
Zm00001d011145	AC207342.3_FG007
Zm00001d011144	AC207342.3_FG008
Zm00001d033272	AC207347.3_FG005
Zm00001d043502	AC207427.3_FG005
Zm00001d047565	AC207454.3_FG004
Zm00001d005063	AC207533.2_FG002
Zm00001d034837	AC207546.3_FG004
Zm00001d043655	AC207628.4_FG002
Zm00001d043658	AC207628.4_FG003
Zm00001d043661	AC207628.4_FG005
Zm00001d043653	AC207628.4_FG009
Zm00001d043654	AC207628.4_FG010
Zm00001d043655	AC207628.4_FG011
Zm00001d040320	AC207652.3_FG001
Zm00001d014507	AC207656.3_FG002
Zm00001d021435	AC207722.2_FG009
Zm00001d037579	AC207728.2_FG003
Zm00001d004686	AC207733.3_FG001
Zm00001d004685	AC207733.3_FG007
Zm00001d023450	AC207755.3_FG005
Zm00001d051187	AC207756.3_FG001
Zm00001d037134	AC207790.2_FG001
Zm00001d041152	AC207793.3_FG002
Zm00001d040692	AC207814.3_FG002
Zm00001d007919	AC207888.3_FG009
Zm00001d050606	AC207890.3_FG002
Zm00001d046929	AC208023.3_FG001
Zm00001d031709	AC208026.3_FG005
Zm00001d020820	AC208031.3_FG002
Zm00001d020822	AC208031.3_FG005
Zm00001d008195	AC208042.3_FG005
Zm00001d013562	AC208082.3_FG008
Zm00001d026218	AC208110.2_FG001
Zm00001d026220	AC208110.2_FG005
Zm00001d026222	AC208110.2_FG006
Zm00001d026223	AC208110.2_FG007
Zm00001d026221	AC208110.2_FG011
Zm00001d033586	AC208113.3_FG005
Zm00001d033584	AC208113.3_FG009
Zm00001d028753	AC208201.3_FG001
Zm00001d028752	AC208201.3_FG002
Zm00001d028751	AC208201.3_FG003
Zm00001d028555	AC208204.3_FG006
Zm00001d015372	AC208217.3_FG001
Zm00001d003304	AC208221.3_FG002
Zm00001d010849	AC208327.4_FG002
Zm00001d010850	AC208327.4_FG003
Zm00001d010851	AC208327.4_FG006
Zm00001d018970	AC208337.2_FG003
Zm00001d036365	AC208338.3_FG010
Zm00001d010067	AC208341.4_FG005
Zm00001d010068	AC208341.4_FG006
Zm00001d010064	AC208341.4_FG007
Zm00001d043015	AC208346.3_FG004
Zm00001d018537	AC208348.3_FG012
Zm00001d050048	AC208358.3_FG005
Zm00001d053276	AC208418.3_FG009
Zm00001d005011	AC208422.3_FG001
Zm00001d005011	AC208422.3_FG002
Zm00001d028749	AC208436.3_FG007
Zm00001d032575	AC208440.3_FG003
Zm00001d031034	AC208445.3_FG001
Zm00001d017838	AC208539.3_FG002
Zm00001d031399	AC208564.3_FG004
Zm00001d028915	AC208571.4_FG001
Zm00001d024922	AC208625.3_FG004
Zm00001d031952	AC208644.2_FG005
Zm00001d003080	AC208663.3_FG002
Zm00001d031947	AC208702.3_FG007
Zm00001d053581	AC208724.3_FG001
Zm00001d019570	AC208826.3_FG004
Zm00001d047850	AC208860.3_FG002
Zm00001d007135	AC208892.3_FG005
Zm00001d028229	AC208897.3_FG003
Zm00001d028230	AC208897.3_FG004
Zm00001d044401	AC208915.3_FG010
Zm00001d038316	AC208916.3_FG003
Zm00001d050318	AC208920.3_FG001
Zm00001d034812	AC209016.3_FG010
Zm00001d036728	AC209050.3_FG001
Zm00001d036726	AC209050.3_FG003
Zm00001d014619	AC209062.3_FG002
Zm00001d012004	AC209073.3_FG001
Zm00001d012004	AC209073.3_FG002
Zm00001d042857	AC209080.3_FG004
Zm00001d043260	AC209093.3_FG006
Zm00001d001887	AC209169.3_FG007
Zm00001d015169	AC209177.3_FG001
Zm00001d026116	AC209206.3_FG004
Zm00001d026111	AC209206.3_FG011
Zm00001d026109	AC209206.3_FG014
Zm00001d017525	AC209208.3_FG001
Zm00001d017526	AC209208.3_FG002
Zm00001d017524	AC209208.3_FG003
Zm00001d017523	AC209208.3_FG005
Zm00001d030057	AC209215.4_FG006
Zm00001d053627	AC209242.3_FG003
Zm00001d038445	AC209257.4_FG003
Zm00001d038446	AC209257.4_FG004
Zm00001d038446	AC209257.4_FG006
Zm00001d038448	AC209257.4_FG008
Zm00001d053788	AC209356.4_FG001
Zm00001d044496	AC209364.3_FG004
Zm00001d044489	AC209364.3_FG009
Zm00001d017608	AC209374.4_FG002
Zm00001d041790	AC209377.3_FG003
Zm00001d042174	AC209381.3_FG002
Zm00001d042177	AC209381.3_FG007
Zm00001d029034	AC209460.3_FG002
Zm00001d004130	AC209624.2_FG001
Zm00001d004129	AC209624.2_FG003
Zm00001d027950	AC209626.2_FG013
Zm00001d037358	AC209629.2_FG003
Zm00001d038178	AC209636.2_FG003
Zm00001d045700	AC209651.2_FG001
Zm00001d044828	AC209664.3_FG002
Zm00001d028494	AC209675.3_FG001
Zm00001d046047	AC209705.3_FG004
Zm00001d019332	AC209710.4_FG002
Zm00001d039449	AC209718.1_FG009
Zm00001d004483	AC209739.3_FG003
Zm00001d041638	AC209744.3_FG001
Zm00001d007893	AC209768.3_FG005
Zm00001d007828	AC209768.3_FG016
Zm00001d042922	AC209784.3_FG007
Zm00001d042917	AC209784.3_FG011
Zm00001d042446	AC209810.3_FG002
Zm00001d010735	AC209819.3_FG003
Zm00001d010736	AC209819.3_FG005
Zm00001d010737	AC209819.3_FG006
Zm00001d010738	AC209819.3_FG007
Zm00001d010741	AC209819.3_FG008
Zm00001d010740	AC209819.3_FG009
Zm00001d010734	AC209819.3_FG010
Zm00001d010732	AC209819.3_FG012
Zm00001d013845	AC209835.4_FG004
Zm00001d031826	AC209845.4_FG010
Zm00001d027706	AC209858.4_FG002
Zm00001d027705	AC209858.4_FG003
Zm00001d027703	AC209858.4_FG004
Zm00001d010327	AC209860.3_FG001
Zm00001d046545	AC209877.3_FG002
Zm00001d014753	AC209898.2_FG004
Zm00001d050841	AC209926.4_FG002
Zm00001d036192	AC209946.4_FG001
Zm00001d036191	AC209946.4_FG002
Zm00001d010342	AC209962.3_FG004
Zm00001d007438	AC209966.4_FG005
Zm00001d052956	AC209971.4_FG003
Zm00001d014459	AC209987.4_FG002
Zm00001d014463	AC209987.4_FG010
Zm00001d002004	AC210003.2_FG004
Zm00001d002001	AC210003.2_FG015
Zm00001d016724	AC210009.3_FG008
Zm00001d013038	AC210013.4_FG002
Zm00001d013037	AC210013.4_FG003
Zm00001d013021	AC210013.4_FG005
Zm00001d013022	AC210013.4_FG006
Zm00001d013023	AC210013.4_FG008
Zm00001d013025	AC210013.4_FG009
Zm00001d013027	AC210013.4_FG011
Zm00001d013028	AC210013.4_FG012
Zm00001d013029	AC210013.4_FG013
Zm00001d013030	AC210013.4_FG014
Zm00001d013031	AC210013.4_FG016
Zm00001d013032	AC210013.4_FG017
Zm00001d013033	AC210013.4_FG018
Zm00001d013034	AC210013.4_FG019
Zm00001d033597	AC210023.3_FG014
Zm00001d033597	AC210023.3_FG015
Zm00001d021495	AC210046.4_FG002
Zm00001d023716	AC210050.3_FG006
Zm00001d045016	AC210158.3_FG003
Zm00001d042574	AC210163.3_FG005
Zm00001d041553	AC210168.4_FG003
Zm00001d014026	AC210169.3_FG002
Zm00001d032471	AC210173.4_FG002
Zm00001d032468	AC210173.4_FG005
Zm00001d043430	AC210193.4_FG002
Zm00001d046810	AC210199.4_FG003
Zm00001d043931	AC210202.3_FG008
Zm00001d005315	AC210204.3_FG002
Zm00001d007957	AC210211.3_FG003
Zm00001d047857	AC210314.3_FG006
Zm00001d044354	AC210422.3_FG009
Zm00001d030345	AC210517.3_FG003
Zm00001d045858	AC210595.3_FG004
Zm00001d036261	AC210596.3_FG003
Zm00001d036261	AC210596.3_FG004
Zm00001d050860	AC210616.4_FG003
Zm00001d050861	AC210616.4_FG005
Zm00001d025282	AC210663.3_FG004
Zm00001d009309	AC210669.3_FG001
Zm00001d006087	AC210724.2_FG007
Zm00001d038997	AC210731.3_FG002
Zm00001d040096	AC210734.2_FG008
Zm00001d030748	AC210816.3_FG006
Zm00001d027792	AC210834.4_FG005
Zm00001d027798	AC210834.4_FG009
Zm00001d027795	AC210834.4_FG011
Zm00001d027797	AC210834.4_FG013
Zm00001d015469	AC210848.3_FG004
Zm00001d040120	AC210892.4_FG006
Zm00001d015848	AC210949.4_FG003
Zm00001d013480	AC210961.3_FG002
Zm00001d013484	AC210961.3_FG005
Zm00001d007728	AC210976.4_FG017
Zm00001d045257	AC211152.4_FG007
Zm00001d006096	AC211164.5_FG003
Zm00001d006097	AC211164.5_FG004
Zm00001d043562	AC211175.3_FG005
Zm00001d048051	AC211178.3_FG004
Zm00001d016162	AC211190.4_FG004
Zm00001d042348	AC211192.3_FG003
Zm00001d031363	AC211196.3_FG004
Zm00001d040709	AC211218.4_FG002
Zm00001d036375	AC211250.4_FG003
Zm00001d027945	AC211261.3_FG017
Zm00001d013672	AC211276.4_FG008
Zm00001d014581	AC211327.4_FG005
Zm00001d010367	AC211328.3_FG003
Zm00001d012787	AC211349.4_FG001
Zm00001d018321	AC211357.4_FG002
Zm00001d018330	AC211357.4_FG004
Zm00001d030012	AC211390.3_FG001
Zm00001d046593	AC211394.4_FG004
Zm00001d005327	AC211398.3_FG002
Zm00001d033854	AC211401.4_FG003
Zm00001d046527	AC211413.4_FG001
Zm00001d008692	AC211474.3_FG006
Zm00001d041886	AC211478.3_FG004
Zm00001d037560	AC211494.4_FG003
Zm00001d022319	AC211504.4_FG001
Zm00001d022317	AC211504.4_FG003
Zm00001d029671	AC211513.3_FG002
Zm00001d034967	AC211532.3_FG001
Zm00001d030015	AC211577.3_FG002
Zm00001d018975	AC211651.4_FG001
Zm00001d049224	AC211652.4_FG001
Zm00001d049225	AC211652.4_FG002
Zm00001d049226	AC211652.4_FG003
Zm00001d003231	AC211676.4_FG001
Zm00001d006735	AC211702.2_FG002
Zm00001d023854	AC211707.4_FG003
Zm00001d017522	AC211737.3_FG012
Zm00001d041174	AC211744.4_FG001
Zm00001d041382	AC211749.4_FG007
Zm00001d004995	AC211756.4_FG001
Zm00001d031400	AC211887.3_FG001
Zm00001d031404	AC211887.3_FG004
Zm00001d031408	AC211887.3_FG006
Zm00001d031410	AC211887.3_FG007
Zm00001d004994	AC211891.4_FG001
Zm00001d021048	AC211891.4_FG003
Zm00001d034711	AC211892.4_FG002
Zm00001d046747	AC211933.4_FG001
Zm00001d020498	AC211972.4_FG003
Zm00001d029773	AC211996.4_FG002
Zm00001d032495	AC212023.4_FG004
Zm00001d030975	AC212040.2_FG002
Zm00001d030974	AC212040.2_FG006
Zm00001d038143	AC212068.4_FG005
Zm00001d015252	AC212103.3_FG002
Zm00001d018005	AC212112.4_FG002
Zm00001d043495	AC212145.4_FG002
Zm00001d042265	AC212185.3_FG004
Zm00001d046147	AC212187.4_FG001
Zm00001d028744	AC212219.3_FG005
Zm00001d049508	AC212227.3_FG006
Zm00001d029522	AC212231.3_FG003
Zm00001d031962	AC212244.4_FG004
Zm00001d010063	AC212287.4_FG002
Zm00001d031197	AC212323.4_FG005
Zm00001d031195	AC212323.4_FG007
Zm00001d031202	AC212323.4_FG010
Zm00001d015877	AC212351.4_FG001
Zm00001d044808	AC212353.4_FG004
Zm00001d015717	AC212354.3_FG002
Zm00001d038116	AC212361.3_FG010
Zm00001d038441	AC212394.4_FG006
Zm00001d038445	AC212394.4_FG010
Zm00001d004225	AC212447.3_FG001
Zm00001d016868	AC212449.4_FG001
Zm00001d016871	AC212449.4_FG002
Zm00001d016870	AC212449.4_FG004
Zm00001d000398	AC212449.4_FG006
Zm00001d007209	AC212451.4_FG009
Zm00001d037106	AC212457.3_FG001
Zm00001d037280	AC212465.3_FG002
Zm00001d015437	AC212467.3_FG001
Zm00001d008669	AC212565.3_FG001
Zm00001d008668	AC212565.3_FG002
Zm00001d019200	AC212570.3_FG006
Zm00001d017794	AC212667.3_FG005
Zm00001d022480	AC212684.3_FG012
Zm00001d040924	AC212709.3_FG001
Zm00001d040925	AC212709.3_FG002
Zm00001d045114	AC212720.3_FG006
Zm00001d012939	AC212728.3_FG001
Zm00001d020273	AC212754.3_FG004
Zm00001d048887	AC212755.4_FG001
Zm00001d048886	AC212755.4_FG002
Zm00001d048884	AC212755.4_FG004
Zm00001d016650	AC212823.4_FG003
Zm00001d002771	AC212835.3_FG001
Zm00001d002772	AC212835.3_FG002
Zm00001d002774	AC212835.3_FG004
Zm00001d002775	AC212835.3_FG007
Zm00001d002776	AC212835.3_FG008
Zm00001d002777	AC212835.3_FG010
Zm00001d002933	AC212859.3_FG007
Zm00001d002934	AC212859.3_FG008
Zm00001d009856	AC212886.3_FG006
Zm00001d044071	AC212898.2_FG006
Zm00001d016618	AC212967.3_FG001
Zm00001d031100	AC212976.3_FG003
Zm00001d036689	AC213050.3_FG001
Zm00001d036690	AC213050.3_FG002
Zm00001d029249	AC213099.3_FG001
Zm00001d029248	AC213099.3_FG002
Zm00001d039888	AC213353.3_FG004
Zm00001d041812	AC213398.3_FG004
Zm00001d041813	AC213398.3_FG005
Zm00001d052424	AC213432.2_FG004
Zm00001d021814	AC213455.3_FG008
Zm00001d013523	AC213463.3_FG002
Zm00001d013521	AC213463.3_FG004
Zm00001d013516	AC213463.3_FG006
Zm00001d013517	AC213463.3_FG007
Zm00001d013519	AC213463.3_FG009
Zm00001d032532	AC213521.3_FG005
Zm00001d031597	AC213524.3_FG003
Zm00001d040449	AC213600.3_FG002
Zm00001d045877	AC213612.3_FG001
Zm00001d045876	AC213612.3_FG002
Zm00001d038373	AC213621.5_FG002
Zm00001d038373	AC213621.5_FG004
Zm00001d032202	AC213629.3_FG005
Zm00001d045882	AC213651.3_FG005
Zm00001d043183	AC213654.3_FG001
Zm00001d043181	AC213654.3_FG003
Zm00001d043180	AC213654.3_FG004
Zm00001d043187	AC213654.3_FG005
Zm00001d043186	AC213654.3_FG006
Zm00001d049309	AC213666.3_FG003
Zm00001d043622	AC213769.3_FG001
Zm00001d037867	AC213800.3_FG001
Zm00001d050235	AC213834.3_FG005
Zm00001d031419	AC213857.4_FG003
Zm00001d037993	AC213884.3_FG001
Zm00001d037994	AC213884.3_FG002
Zm00001d033219	AC213890.4_FG004
Zm00001d044984	AC213896.2_FG005
Zm00001d028455	AC214040.3_FG009
Zm00001d026679	AC214046.4_FG005
Zm00001d012376	AC214050.4_FG010
Zm00001d018937	AC214119.3_FG009
Zm00001d019585	AC214144.3_FG002
Zm00001d003755	AC214168.3_FG001
Zm00001d042200	AC214227.4_FG013
Zm00001d015572	AC214244.4_FG003
Zm00001d024093	AC214266.3_FG002
Zm00001d032918	AC214267.3_FG004
Zm00001d016619	AC214350.3_FG007
Zm00001d041082	AC214360.3_FG001
Zm00001d049803	AC214438.3_FG002
Zm00001d042950	AC214448.3_FG007
Zm00001d038249	AC214451.3_FG005
Zm00001d045408	AC214503.3_FG004
Zm00001d025706	AC214507.3_FG001
Zm00001d029613	AC214524.3_FG002
Zm00001d042389	AC214534.3_FG010
Zm00001d007776	AC214602.3_FG012
Zm00001d050862	AC214635.3_FG002
Zm00001d050863	AC214635.3_FG005
Zm00001d050864	AC214635.3_FG006
Zm00001d021379	AC214640.3_FG003
Zm00001d010984	AC214648.3_FG001
Zm00001d010982	AC214648.3_FG003
Zm00001d010978	AC214648.3_FG005
Zm00001d042563	AC214743.3_FG001
Zm00001d042564	AC214743.3_FG002
Zm00001d042121	AC214744.3_FG004
Zm00001d037372	AC214765.3_FG001
Zm00001d016104	AC214771.3_FG002
Zm00001d016103	AC214771.3_FG003
Zm00001d024023	AC214791.2_FG002
Zm00001d038487	AC214817.3_FG004
Zm00001d038484	AC214817.3_FG007
Zm00001d013418	AC215181.3_FG004
Zm00001d034499	AC215195.3_FG005
Zm00001d045089	AC215198.3_FG002
Zm00001d042285	AC215201.3_FG003
Zm00001d000399	AC215201.3_FG005
Zm00001d000400	AC215201.3_FG008
Zm00001d052700	AC215244.3_FG002
Zm00001d039842	AC215260.3_FG001
Zm00001d039840	AC215260.3_FG003
Zm00001d039841	AC215260.3_FG004
Zm00001d003335	AC215290.3_FG002
Zm00001d031900	AC215309.3_FG001
Zm00001d031903	AC215309.3_FG004
Zm00001d006383	AC215501.3_FG008
Zm00001d044935	AC215605.2_FG003
Zm00001d044938	AC215605.2_FG007
Zm00001d024175	AC215639.3_FG002
Zm00001d002361	AC215678.3_FG008
Zm00001d025170	AC215690.3_FG002
Zm00001d007548	AC215723.3_FG001
Zm00001d014963	AC215811.3_FG003
Zm00001d024428	AC215874.3_FG003
Zm00001d019590	AC215907.3_FG003
Zm00001d041833	AC216010.3_FG001
Zm00001d052652	AC216045.2_FG005
Zm00001d053010	AC216067.3_FG002
Zm00001d047136	AC216199.3_FG003
Zm00001d044824	AC216219.3_FG006
Zm00001d025773	AC216229.3_FG002
Zm00001d015101	AC216235.2_FG010
Zm00001d029270	AC216247.3_FG001
Zm00001d029272	AC216247.3_FG005
Zm00001d031722	AC216253.3_FG005
Zm00001d014443	AC216264.3_FG001
Zm00001d018197	AC216353.2_FG005
Zm00001d004735	AC216705.3_FG002
Zm00001d035438	AC216722.2_FG003
Zm00001d047022	AC216730.2_FG005
Zm00001d017804	AC216731.3_FG001
Zm00001d017805	AC216731.3_FG002
Zm00001d052849	AC216734.3_FG006
Zm00001d011603	AC216793.3_FG008
Zm00001d024346	AC216815.3_FG004
Zm00001d037001	AC216870.3_FG005
Zm00001d008494	AC216871.3_FG001
Zm00001d008496	AC216871.3_FG004
Zm00001d051471	AC216872.3_FG002
Zm00001d045722	AC216886.3_FG001
Zm00001d045721	AC216886.3_FG002
Zm00001d045720	AC216886.3_FG003
Zm00001d025685	AC217043.3_FG002
Zm00001d032229	AC217050.4_FG001
Zm00001d032226	AC217050.4_FG004
Zm00001d032231	AC217050.4_FG006
Zm00001d032230	AC217050.4_FG007
Zm00001d025345	AC217051.3_FG005
Zm00001d025346	AC217051.3_FG006
Zm00001d050335	AC217121.3_FG007
Zm00001d042716	AC217263.3_FG007
Zm00001d033074	AC217264.3_FG001
Zm00001d033075	AC217264.3_FG005
Zm00001d050120	AC217270.3_FG003
Zm00001d052488	AC217271.3_FG001
Zm00001d052489	AC217271.3_FG002
Zm00001d007743	AC217293.3_FG005
Zm00001d007745	AC217293.3_FG007
Zm00001d028701	AC217300.3_FG004
Zm00001d028702	AC217300.3_FG005
Zm00001d034797	AC217358.3_FG003
Zm00001d034795	AC217358.3_FG005
Zm00001d034801	AC217358.3_FG007
Zm00001d034802	AC217358.3_FG008
Zm00001d034803	AC217358.3_FG009
Zm00001d034804	AC217358.3_FG010
Zm00001d034805	AC217358.3_FG011
Zm00001d041454	AC217370.3_FG003
Zm00001d034822	AC217374.3_FG001
Zm00001d034820	AC217374.3_FG006
Zm00001d032237	AC217376.3_FG001
Zm00001d032235	AC217376.3_FG004
Zm00001d033650	AC217401.3_FG001
Zm00001d033651	AC217401.3_FG002
Zm00001d033652	AC217401.3_FG003
Zm00001d007662	AC217415.3_FG001
Zm00001d007657	AC217415.3_FG004
Zm00001d044307	AC217499.3_FG001
Zm00001d044308	AC217499.3_FG002
Zm00001d044309	AC217499.3_FG003
Zm00001d004419	AC217553.3_FG001
Zm00001d004416	AC217553.3_FG008
Zm00001d014280	AC217556.3_FG003
Zm00001d050755	AC217665.3_FG005
Zm00001d050694	AC217811.3_FG002
Zm00001d050694	AC217811.3_FG003
Zm00001d007661	AC217814.2_FG019
Zm00001d015024	AC217823.3_FG002
Zm00001d016543	AC217840.3_FG001
Zm00001d040906	AC217841.3_FG001
Zm00001d005135	AC217842.3_FG001
Zm00001d020415	AC217843.3_FG001
Zm00001d047249	AC217887.3_FG001
Zm00001d047247	AC217887.3_FG003
